"","probeids","t_stat","p.values","p_adjusted"
"89","1569532_a_at",-3.7704869995863,0.000253053568811719,0.000363779355728396
"90","1569582_at",-4.31667235732193,3.10702564009954e-05,4.70045084485414e-05
"91","1570482_at",0.677839380737053,0.499202414451378,0.532598534163804
"92","200930_s_at",4.79007490580111,1.01513994452428e-05,1.59403000519659e-05
"93","200952_s_at",-0.663995509767192,0.507855393420653,0.540700005095285
"94","200986_at",20.3514517419368,1.63395629026324e-41,1.38977060021835e-39
"95","201058_s_at",19.9480908050673,5.3928456779529e-39,2.94873097605211e-37
"96","201116_s_at",3.67191728302855,0.000350684576991809,0.000502243299695472
"97","201117_s_at",4.08011349398802,7.94843796582134e-05,0.000118491319626801
"98","201141_at",17.6904625993085,1.61022393360056e-36,4.10875473723744e-35
"99","201147_s_at",18.0503442329279,7.8966676832225e-37,2.12101723210766e-35
"100","201149_s_at",15.7972876061707,5.80741048431492e-29,4.85854942704161e-28
"101","201150_s_at",17.2165230769157,1.70812070372938e-35,3.58237369508175e-34
"102","201261_x_at",16.9122128955558,2.2737266644133e-34,3.9113208126031e-33
"103","201262_s_at",11.8272347227267,2.56721167444661e-20,1.03431607199415e-19
"104","201348_at",14.1082786760279,6.54769681073202e-27,4.51555126902285e-26
"105","201430_s_at",15.9914778505975,1.11150147854731e-32,1.44212607089485e-31
"106","201431_s_at",17.4631531281427,4.37733490844308e-36,1.00025369325767e-34
"107","201495_x_at",7.03692906535557,1.89786493803135e-09,3.5916331521953e-09
"108","201496_x_at",9.67024368558864,2.56017835382592e-14,6.46804135265261e-14
"109","201497_x_at",10.1971345423738,5.01010269511805e-16,1.46382962332552e-15
"110","201525_at",9.22334577221232,5.4502263042984e-15,1.44866258192376e-14
"111","201539_s_at",9.16839749999384,9.15249812790315e-14,2.26007655384189e-13
"112","201616_s_at",18.1830235854251,1.2604610882252e-37,4.19514331754951e-36
"113","201617_x_at",17.8917318404168,4.24266386916044e-37,1.32561599667033e-35
